id_tracking_student,NIM,id_tracking_company,student_name,internship_semester,company,position,jenis_penempatan,progress_student,last_update,rejection
TS37054,202215459,TC10678,Sinta Firmansyah,5,PT Mega Nusantara,Business Analyst,Magang,Rejected,2024-10-31,Rejection Screening CV
TS37055,202318925,TC10679,Lutfia Utami,2,CV Bumi Indonesia,Financial Analyst,Magang,Rejected,2025-01-14,Rejection Final Interview
TS37056,202112256,TC10679,Lina Wibowo,6,CV Bumi Indonesia,Financial Analyst,Magang,Rejected,2024-12-30,Rejection Final Interview
TS37057,20224481,TC10679,Bima Gunawan,3,CV Bumi Indonesia,Financial Analyst,Magang,Placement,2025-01-22,Placement
TS37058,201923183,TC10680,Dinda Firmansyah,11,PT Abadi Inovasi,Frontend Developer,Magang,Rejected,2025-01-04,Rejection Screening CV
TS37059,20220057,TC10680,Tiara Safitri,4,PT Abadi Inovasi,Frontend Developer,Magang,Placement,2025-03-04,Placement
TS37060,20228299,TC10680,Kirana Mahendra,5,PT Abadi Inovasi,Frontend Developer,Magang,Interview User,2024-12-22,On Progress
TS37061,202314724,TC10681,Eka Firdaus,2,PT Digital Global,IT Support,Magang,Finish,2024-09-25,Placement
TS37062,202211418,TC10681,Lukman Sulistyo,3,PT Digital Global,IT Support,Magang,FU 3,2024-10-07,On Progress
TS37063,20216710,TC10681,Mira Pangestu,5,PT Digital Global,IT Support,Magang,FU 3,2024-10-16,On Progress
TS37064,20213684,TC10681,Intan Dewi,6,PT Digital Global,IT Support,Magang,Rejected,2024-10-16,Rejection Study Case
TS37065,202021017,TC10681,Fajar Ardiansyah,8,PT Digital Global,IT Support,Magang,Final Interview,2024-10-02,On Progress
TS37066,202013555,TC10681,Hendra Anggara,9,PT Digital Global,IT Support,Magang,Rejected,2024-12-06,Rejection Final Interview
TS37067,202318157,TC10682,Bima Maulana,2,PT Mega Nusantara,Business Analyst,Full-time,Rejected,2025-01-19,Rejection Interview User
TS37068,20224722,TC10682,Qonita Cahyono,4,PT Mega Nusantara,Business Analyst,Full-time,Study Case,2024-12-25,On Progress
TS37069,20204824,TC10682,Prasetyo Utami,8,PT Mega Nusantara,Business Analyst,Full-time,FU 2,2025-01-07,On Progress
TS37070,202212455,TC10683,Hendra Hartono,3,CV Digital Terapan,IT Staff,Part-time,Selecting Student by Company,2025-01-29,On Progress
TS37071,20235400,TC10683,Yuni Ramadhan,2,CV Digital Terapan,IT Staff,Part-time,FU 1,2025-02-13,On Progress
TS37072,202311984,TC10683,Zaki Budiman,2,CV Digital Terapan,IT Staff,Part-time,Rejected,2025-02-14,Rejection Interview User
TS37073,202218947,TC10683,Ahmad Wijaya,5,CV Digital Terapan,IT Staff,Part-time,Study Case,2025-02-09,On Progress
TS37074,20212218,TC10683,Zaki Wardani,5,CV Digital Terapan,IT Staff,Part-time,Finish,2025-04-24,Placement
TS37075,202310921,TC10683,Indah Sulistyo,3,CV Digital Terapan,IT Staff,Part-time,Interview User,2025-03-05,On Progress
TS37076,20228938,TC10683,Prasetyo Safitri,5,CV Digital Terapan,IT Staff,Part-time,Rejected,2025-01-30,Rejection Final Interview
TS37077,20227516,TC10684,Laila Handayani,5,PT Abadi Informatika,Research Intern,Magang,Ghosting,2024-09-14,Ghosting
TS37078,202310281,TC10684,Qonita Saputra,3,PT Abadi Informatika,Research Intern,Magang,Finish,2024-09-20,Rejection Screening CV
TS37079,202011407,TC10684,Farhan Nugraha,9,PT Abadi Informatika,Research Intern,Magang,Final Interview,2024-09-20,On Progress
TS37080,202320882,TC10684,Ayu Sulistyo,2,PT Abadi Informatika,Research Intern,Magang,Interview User,2024-09-06,On Progress
TS37081,202319285,TC10684,Bayu Utami,3,PT Abadi Informatika,Research Intern,Magang,FU 3,2024-09-15,On Progress
TS37082,202314087,TC10685,Fajar Putra,2,CV Graha Gemilang,Content Creator,Magang,CDC Briefing Student,2024-12-08,On Progress
TS37083,202113150,TC10685,Rafi Wibowo,6,CV Graha Gemilang,Content Creator,Magang,Rejected,2025-02-19,Rejection Study Case
TS37084,202213453,TC10685,Naufal Puspitasari,4,CV Graha Gemilang,Content Creator,Magang,Rejected,2025-01-13,Rejection Study Case
TS37085,202216885,TC10686,Dafa Handayani,4,PT Prima Kreatif,Photographer Intern,Full-time,FU 2,2024-09-28,On Progress
TS37086,202023526,TC10686,Olivia Permana,9,PT Prima Kreatif,Photographer Intern,Full-time,FU 3,2024-10-04,On Progress
TS37087,202322860,TC10687,Farah Mahendra,3,PT Esa Bangsa,IT Support,Part-time,Finish,2025-03-25,Placement
TS37088,20236784,TC10687,Candra Gunawan,2,PT Esa Bangsa,IT Support,Part-time,Placement,2025-04-24,Placement
TS37089,20231571,TC10687,Tasya Dewi,2,PT Esa Bangsa,IT Support,Part-time,Rejected,2025-03-10,Rejection Screening CV
TS37090,20235120,TC10687,Hendra Cahyono,3,PT Esa Bangsa,IT Support,Part-time,Placement,2025-03-26,Placement
TS37091,202111257,TC10687,Lestari Ramadhani,7,PT Esa Bangsa,IT Support,Part-time,Finish,2025-02-22,On Progress
TS37092,202312900,TC10688,Hasna Cahyono,2,PT Kreasi Global,Research Assistant,Full-time,Final Interview,2024-10-23,On Progress
TS37093,202113254,TC10688,Dinda Handayani,6,PT Kreasi Global,Research Assistant,Full-time,FU 3,2024-11-07,On Progress
TS37094,20207129,TC10688,Nadya Kusuma,7,PT Kreasi Global,Research Assistant,Full-time,Placement,2024-11-01,Placement
TS37095,20226498,TC10688,Dewi Suryadi,4,PT Kreasi Global,Research Assistant,Full-time,Rejected,2024-11-26,Rejection Final Interview
TS37096,20215620,TC10688,Rangga Wijaya,5,PT Kreasi Global,Research Assistant,Full-time,Rejected,2024-10-20,Rejection Study Case
TS37097,20203528,TC10689,Gibran Hartono,9,CV Bakti Perkasa,Data Analyst,Full-time,Placement,2025-01-06,Placement
TS37098,20217833,TC10689,Luthfi Sulistyo,6,CV Bakti Perkasa,Data Analyst,Full-time,Placement,2025-02-06,Placement
TS37099,20211680,TC10689,Pandu Firdaus,7,CV Bakti Perkasa,Data Analyst,Full-time,Rejected,2024-12-29,Rejection Final Interview
TS37100,202310199,TC10690,Ika Prasetya,2,CV Prima Systems,Accounting Staff,Magang,Placement,2025-04-17,Placement
TS37101,202020530,TC10690,Vino Handoko,9,CV Prima Systems,Accounting Staff,Magang,Finish,2025-03-28,On Progress
TS37102,20204243,TC10690,Gilang Syahputra,9,CV Prima Systems,Accounting Staff,Magang,Rejected,2025-03-03,Rejection Study Case
TS37103,20225628,TC10690,Bima Maulana,3,CV Prima Systems,Accounting Staff,Magang,Placement,2025-03-27,Placement
TS37104,201923501,TC10690,Qonita Wardani,10,CV Prima Systems,Accounting Staff,Magang,Rejected,2025-03-26,Rejection Interview User
TS37105,20207788,TC10690,Galih Ramadhan,8,CV Prima Systems,Accounting Staff,Magang,Rejected,2025-04-17,Rejection Study Case
TS37106,202121275,TC10690,Dinda Prabowo,6,CV Prima Systems,Accounting Staff,Magang,Rejected,2025-02-19,Rejection Interview User
TS37107,201923303,TC10691,Erlangga Cahyono,11,PT Sinergi Utama,Frontend Developer,Full-time,Final Interview,2025-01-07,On Progress
TS37108,202011860,TC10691,Satria Sari,8,PT Sinergi Utama,Frontend Developer,Full-time,Rejected,2025-02-21,Rejection Screening CV
TS37109,202322122,TC10692,Bunga Firmansyah,3,PT Digital Makmur,Actuarial Analyst Intern,Full-time,Finish,2024-11-23,On Progress
TS37110,20211797,TC10692,Lutfia Hidayat,5,PT Digital Makmur,Actuarial Analyst Intern,Full-time,Rejected,2024-10-12,Rejection Screening CV
TS37111,202216111,TC10692,Dimas Dewi,5,PT Digital Makmur,Actuarial Analyst Intern,Full-time,Interview User,2024-10-11,On Progress
TS37112,202120647,TC10693,Gibran Febriani,5,PT Cipta Sentosa,Project Coordinator Intern,Magang,Finish,2024-09-26,Placement
TS37113,202319082,TC10693,Satria Oktaviani,2,PT Cipta Sentosa,Project Coordinator Intern,Magang,Final Interview,2024-10-05,On Progress
TS37114,202111678,TC10693,Hana Putra,7,PT Cipta Sentosa,Project Coordinator Intern,Magang,Rejected,2024-09-25,Rejection Final Interview
TS37115,20202334,TC10693,Arif Firmansyah,9,PT Cipta Sentosa,Project Coordinator Intern,Magang,Rejected,2024-08-17,Rejection Interview User
TS37116,202213385,TC10693,Fitri Ramadhani,4,PT Cipta Sentosa,Project Coordinator Intern,Magang,Placement,2024-10-22,Placement
TS37117,20226122,TC10693,Surya Maulana,5,PT Cipta Sentosa,Project Coordinator Intern,Magang,Ghosting,2024-10-18,Ghosting
TS37118,201920954,TC10694,Galuh Prabowo,10,CV Indo Bangsa,IT Support,Part-time,Finish,2025-01-09,On Progress
TS37119,202111331,TC10694,Gibran Permana,6,CV Indo Bangsa,IT Support,Part-time,FU 1,2024-12-18,On Progress
TS37120,202216287,TC10694,Bella Puspitasari,4,CV Indo Bangsa,IT Support,Part-time,Rejected,2024-12-24,Rejection Screening CV
TS37121,20212812,TC10695,Gita Nugroho,6,CV Daya Analitika,Business Development Intern,Magang,FU 1,2024-12-14,On Progress
TS37122,202022596,TC10695,Nadia Ramadhani,8,CV Daya Analitika,Business Development Intern,Magang,Interview User,2024-12-31,On Progress
TS37123,202024537,TC10695,Ratna Prabowo,7,CV Daya Analitika,Business Development Intern,Magang,Rejected,2025-02-06,Rejection Interview User
TS37124,202023530,TC10695,Galih Maulana,8,CV Daya Analitika,Business Development Intern,Magang,Placement,2025-01-22,Placement
TS37125,202210262,TC10695,Guntur Pangestu,4,CV Daya Analitika,Business Development Intern,Magang,Interview User,2024-12-17,On Progress
TS37126,202210018,TC10695,Oki Gunawan,4,CV Daya Analitika,Business Development Intern,Magang,Ghosting,2025-01-28,Ghosting
TS37127,20239324,TC10696,Oscar Budiman,2,PT Mitra Systems,HSE Intern,Magang,Study Case,2024-10-31,On Progress
TS37128,202322671,TC10696,Hanif Anggraeni,2,PT Mitra Systems,HSE Intern,Magang,Rejected,2024-11-04,Rejection Study Case
TS37129,202317618,TC10696,Rani Kusuma,3,PT Mitra Systems,HSE Intern,Magang,Final Interview,2024-11-20,On Progress
TS37130,202111885,TC10696,Fajar Rahmawati,6,PT Mitra Systems,HSE Intern,Magang,Ghosting,2024-12-02,Ghosting
TS37131,202221156,TC10696,Gilang Kurniawan,4,PT Mitra Systems,HSE Intern,Magang,Study Case,2024-10-16,On Progress
TS37132,202111434,TC10697,Putri Firdaus,7,CV Andalas Media,Data Engineer,Magang,Placement,2025-02-08,Placement
TS37133,202324713,TC10697,Tika Pangestu,2,CV Andalas Media,Data Engineer,Magang,FU 2,2025-02-15,On Progress
TS37134,20239694,TC10697,Putri Budiman,2,CV Andalas Media,Data Engineer,Magang,FU 2,2025-02-06,On Progress
TS37135,20226082,TC10698,Maya Wardani,5,CV Media Global,Quality Control Staff,Magang,FU 1,2024-12-15,On Progress
TS37136,20231446,TC10698,Farhan Hakim,2,CV Media Global,Quality Control Staff,Magang,Ghosting,2025-01-02,Ghosting
TS37137,20224840,TC10698,Laila Oktaviani,3,CV Media Global,Quality Control Staff,Magang,Placement,2025-01-13,Placement
TS37138,202115548,TC10698,Hana Fitriani,5,CV Media Global,Quality Control Staff,Magang,FU 2,2024-12-24,On Progress
TS37139,202311284,TC10699,Erlangga Budiman,2,PT Prima Teknologi,Content Creator,Magang,Finish,2024-12-14,Placement
TS37140,202217155,TC10699,Lina Ardiansyah,4,PT Prima Teknologi,Content Creator,Magang,Rejected,2025-03-02,Rejection Interview User
TS37141,20205967,TC10699,Prasetyo Syahputra,9,PT Prima Teknologi,Content Creator,Magang,Placement,2025-02-26,Placement
TS37142,20221248,TC10699,Zahra Santoso,4,PT Prima Teknologi,Content Creator,Magang,Rejected,2024-12-17,Rejection Study Case
TS37143,202111701,TC10699,Bayu Cahyani,7,PT Prima Teknologi,Content Creator,Magang,Finish,2024-12-17,Ghosting
TS37144,20227531,TC10700,Riska Syahputra,4,PT Andalas Pratama,Data Analyst,Magang,CDC Briefing Student,2024-11-26,On Progress
TS37145,202210908,TC10700,Amelia Cahyono,3,PT Andalas Pratama,Data Analyst,Magang,Placement,2024-12-30,Placement
TS37146,20223750,TC10700,Laila Sulistyo,5,PT Andalas Pratama,Data Analyst,Magang,Rejected,2024-12-11,Rejection Screening CV
TS37147,202018447,TC10700,Hana Dewi,9,PT Andalas Pratama,Data Analyst,Magang,Rejected,2025-01-19,Rejection Interview User
TS37148,20206247,TC10701,Kevin Anggara,7,CV Sentosa Inovasi,Mechanical Engineer Intern,Magang,Rejected,2024-10-26,Rejection Screening CV
TS37149,202324527,TC10701,Amelia Firdaus,2,CV Sentosa Inovasi,Mechanical Engineer Intern,Magang,FU 1,2024-11-14,On Progress
TS37150,202220198,TC10701,Yoga Wardani,5,CV Sentosa Inovasi,Mechanical Engineer Intern,Magang,FU 2,2024-11-27,On Progress
TS37151,202316698,TC10702,Irfan Safitri,2,PT Bina Cerdas,IT Support,Magang,Placement,2025-02-25,Placement
TS37152,202117917,TC10702,Rendy Anggara,6,PT Bina Cerdas,IT Support,Magang,Ghosting,2025-02-21,Ghosting
TS37153,202224008,TC10702,Ahmad Maulana,3,PT Bina Cerdas,IT Support,Magang,FU 3,2025-03-12,On Progress
TS37154,20239367,TC10703,Ilham Hidayat,3,PT Gemilang Nusantara,Underwriting Intern,Magang,Rejected,2025-01-29,Rejection Interview User
TS37155,202120435,TC10703,Rendy Pangestu,5,PT Gemilang Nusantara,Underwriting Intern,Magang,Finish,2024-11-22,Rejection Interview User
TS37156,202213129,TC10703,Dafa Mahendra,5,PT Gemilang Nusantara,Underwriting Intern,Magang,Finish,2025-01-22,Placement
TS37157,20212760,TC10704,Elsa Rahmawati,6,PT Graha Sentosa,Mobile Developer,Magang,Placement,2024-11-23,Placement
TS37158,20202518,TC10704,Wulan Suryadi,8,PT Graha Sentosa,Mobile Developer,Magang,Interview User,2024-11-01,On Progress
TS37159,202117530,TC10704,Erlangga Putra,5,PT Graha Sentosa,Mobile Developer,Magang,Rejected,2024-10-18,Rejection Interview User
TS37160,202120471,TC10704,Gilang Cahyani,7,PT Graha Sentosa,Mobile Developer,Magang,FU 1,2024-10-16,On Progress
TS37161,20204527,TC10705,Mira Pangestu,8,PT Media Digital,Consultant Intern,Magang,Interview User,2024-12-02,On Progress
TS37162,202317430,TC10705,Qori Mahendra,3,PT Media Digital,Consultant Intern,Magang,Finish,2024-12-17,Placement
TS37163,202222877,TC10706,Amelia Rahmawati,4,CV Abadi Sentosa,IT Staff,Part-time,Finish,2025-01-23,Rejection Screening CV
TS37164,201912109,TC10707,Rendy Mahendra,9,CV Bangkit Kreatif,Data Analyst,Magang,FU 3,2025-01-27,On Progress
TS37165,20235191,TC10709,Bayu Gunawan,3,CV Bina Cerdas,Data Entry Operator,Magang,FU 3,2025-01-12,On Progress
TS37166,20193721,TC10710,Galuh Pangestu,11,CV Sukses Makmur,IT Support,Part-time,Rejected,2024-10-10,Rejection Study Case
TS37167,20216662,TC10710,Fani Ningsih,7,CV Sukses Makmur,IT Support,Part-time,Final Interview,2024-11-06,On Progress
TS37168,201910768,TC10710,Galih Ramadhan,11,CV Sukses Makmur,IT Support,Part-time,Rejected,2024-10-14,Rejection Final Interview
TS37169,202112824,TC10711,Dewi Cahyono,5,PT Techno Bersama,Business Process Analyst,Full-time,Ghosting,2025-03-04,Ghosting
TS37170,202120255,TC10711,Rani Handoko,6,PT Techno Bersama,Business Process Analyst,Full-time,FU 3,2025-01-15,On Progress
TS37171,20217677,TC10711,Mira Ramadhan,7,PT Techno Bersama,Business Process Analyst,Full-time,Placement,2025-02-06,Placement
TS37172,202013488,TC10712,Anisa Syahputra,9,PT Mandiri Informatika,IT Staff,Magang,Placement,2025-01-28,Placement
TS37173,20221575,TC10712,Dewi Handayani,3,PT Mandiri Informatika,IT Staff,Magang,Finish,2025-02-16,On Progress
TS37174,202122826,TC10712,Laila Permana,5,PT Mandiri Informatika,IT Staff,Magang,Interview User,2025-01-22,On Progress
TS37175,202121265,TC10713,Oscar Kusuma,5,PT Digital Terapan,Operations Intern,Magang,Rejected,2024-12-16,Rejection Study Case
TS37176,202119322,TC10713,Oki Ramadhan,5,PT Digital Terapan,Operations Intern,Magang,Final Interview,2024-12-25,On Progress
TS37177,20223815,TC10713,Lukman Firmansyah,5,PT Digital Terapan,Operations Intern,Magang,Rejected,2025-01-08,Rejection Study Case
TS37178,20192921,TC10714,Luthfi Nugroho,11,PT Perkasa Global,Business Development Intern,Full-time,Final Interview,2024-10-23,On Progress
TS37179,202023233,TC10714,Wulan Sulistyo,8,PT Perkasa Global,Business Development Intern,Full-time,FU 1,2024-10-13,On Progress
TS37180,202213918,TC10715,Eka Nugroho,5,PT Sentosa Data,Frontend Developer,Magang,Rejected,2024-10-07,Rejection Study Case
TS37181,202117530,TC10715,Erlangga Putra,5,PT Sentosa Data,Frontend Developer,Magang,CDC Briefing Student,2024-09-11,On Progress
TS37182,20225062,TC10715,Elsa Firmansyah,5,PT Sentosa Data,Frontend Developer,Magang,FU 2,2024-09-10,On Progress
TS37183,202216414,TC10715,Indah Ardiansyah,3,PT Sentosa Data,Frontend Developer,Magang,Placement,2024-09-24,Placement
TS37184,202219505,TC10716,Ulfa Dewi,4,PT Mandiri Global,IT Staff,Magang,Rejected,2024-11-16,Rejection Study Case
TS37185,20201901,TC10717,Rendy Sari,7,CV Andalas Karya,Data Entry Operator,Magang,Placement,2025-01-19,Placement
TS37186,202123477,TC10717,Lina Utami,6,CV Andalas Karya,Data Entry Operator,Magang,FU 2,2025-01-14,On Progress
TS37187,202010589,TC10717,Tasya Handayani,9,CV Andalas Karya,Data Entry Operator,Magang,Ghosting,2025-03-03,Ghosting
TS37188,202312619,TC10717,Julia Cahyono,3,CV Andalas Karya,Data Entry Operator,Magang,CDC Briefing Student,2024-12-27,On Progress
TS37189,20200992,TC10717,Lestari Maulana,7,CV Andalas Karya,Data Entry Operator,Magang,Ghosting,2025-01-18,Ghosting
TS37190,202217972,TC10718,Prita Cahyono,3,PT Graha Karya,Marketing Staff,Part-time,Placement,2025-02-04,Placement
TS37191,20205927,TC10718,Pandu Sulistyo,7,PT Graha Karya,Marketing Staff,Part-time,Rejected,2025-01-15,Rejection Final Interview
TS37192,20215047,TC10719,Lestari Handayani,5,CV Sukses Teknologi,Customer Service Intern,Full-time,Rejected,2024-10-24,Rejection Interview User
TS37193,202322650,TC10719,Yuni Syahputra,2,CV Sukses Teknologi,Customer Service Intern,Full-time,Selecting Student by Company,2024-10-18,On Progress
TS37194,202210536,TC10719,Vino Handoko,3,CV Sukses Teknologi,Customer Service Intern,Full-time,Placement,2024-12-02,Placement
TS37195,202221849,TC10719,Krisna Dewi,5,CV Sukses Teknologi,Customer Service Intern,Full-time,Rejected,2024-12-31,Rejection Screening CV
TS37196,20213369,TC10720,Laila Pangestu,7,CV Perkasa Utama,Digital Marketing Intern,Magang,Placement,2025-03-03,Placement
TS37197,202115458,TC10720,Vina Ramadhani,6,CV Perkasa Utama,Digital Marketing Intern,Magang,Interview User,2025-02-25,On Progress
TS37198,20223694,TC10720,Qonita Ramadhan,3,CV Perkasa Utama,Digital Marketing Intern,Magang,FU 2,2025-02-20,On Progress
TS37199,202212726,TC10720,Dinda Firdaus,4,CV Perkasa Utama,Digital Marketing Intern,Magang,Placement,2025-04-09,Placement
TS37200,20221803,TC10720,Isna Gunawan,4,CV Perkasa Utama,Digital Marketing Intern,Magang,Finish,2025-02-27,On Progress
TS37201,20217056,TC10721,Mega Anggraeni,7,PT Solusi Terapan,Data Analyst,Full-time,Ghosting,2025-02-11,Ghosting
TS37202,202015927,TC10721,Bima Cahyono,8,PT Solusi Terapan,Data Analyst,Full-time,Rejected,2024-12-14,Rejection Interview User
TS37203,202220868,TC10722,Indah Gunawan,3,PT Gemilang Sentosa,Software Engineer Intern,Magang,Placement,2025-04-03,Placement
TS37204,202323076,TC10722,Hendra Sulistyo,2,PT Gemilang Sentosa,Software Engineer Intern,Magang,Finish,2025-03-04,On Progress
TS37205,20222883,TC10722,Umar Budiman,5,PT Gemilang Sentosa,Software Engineer Intern,Magang,FU 1,2025-01-25,On Progress
TS37206,202121955,TC10722,Lestari Ramadhani,6,PT Gemilang Sentosa,Software Engineer Intern,Magang,Interview User,2025-01-20,On Progress
TS37207,201918410,TC10722,Guntur Maulana,11,PT Gemilang Sentosa,Software Engineer Intern,Magang,Rejected,2025-03-30,Rejection Study Case
TS37208,202223817,TC10723,Hana Prabowo,5,PT Prima Informatika,Marketing Staff,Magang,Finish,2025-03-13,Rejection Interview User
TS37209,20219805,TC10723,Sari Puspitasari,6,PT Prima Informatika,Marketing Staff,Magang,FU 1,2025-02-01,On Progress
TS37210,20227161,TC10723,Dinda Sari,4,PT Prima Informatika,Marketing Staff,Magang,Rejected,2025-03-31,Rejection Final Interview
TS37211,202112242,TC10723,Ratna Prabowo,7,PT Prima Informatika,Marketing Staff,Magang,Interview User,2025-02-24,On Progress
TS37212,202211807,TC10724,Prita Ramadhan,4,CV Indo Indonesia,Civil Engineer Intern,Magang,Ghosting,2024-12-19,Ghosting
TS37213,20201958,TC10724,Hasna Maulana,8,CV Indo Indonesia,Civil Engineer Intern,Magang,FU 2,2024-11-01,On Progress
TS37214,20200135,TC10724,Devi Puspitasari,9,CV Indo Indonesia,Civil Engineer Intern,Magang,Rejected,2024-10-30,Rejection Interview User
TS37215,20212388,TC10724,Citra Puspitasari,6,CV Indo Indonesia,Civil Engineer Intern,Magang,Final Interview,2024-11-24,On Progress
TS37216,20201791,TC10725,Dani Wulandari,8,PT Prima Terapan,Data Analyst,Magang,Rejected,2024-11-30,Rejection Interview User
TS37217,20220823,TC10725,Tika Ramadhani,5,PT Prima Terapan,Data Analyst,Magang,Rejected,2024-12-03,Rejection Study Case
TS37218,20211910,TC10725,Sinta Wibowo,6,PT Prima Terapan,Data Analyst,Magang,Placement,2024-10-25,Placement
TS37219,20207523,TC10727,Pandu Saputra,8,PT Sinergi Teknologi,Data Analyst,Magang,Rejected,2025-02-01,Rejection Interview User
TS37220,20230728,TC10727,Farhan Gunawan,3,PT Sinergi Teknologi,Data Analyst,Magang,FU 2,2025-02-02,On Progress
TS37221,20202666,TC10728,Nadia Budiman,8,CV Inti Logistik,Curriculum Developer,Magang,Ghosting,2025-04-27,Ghosting
TS37222,202313251,TC10728,Fitri Cahyani,3,CV Inti Logistik,Curriculum Developer,Magang,Placement,2025-03-28,Placement
TS37223,202124196,TC10728,Lestari Febriani,7,CV Inti Logistik,Curriculum Developer,Magang,Ghosting,2025-04-17,Ghosting
TS37224,202220177,TC10728,Rani Wibowo,3,CV Inti Logistik,Curriculum Developer,Magang,Rejected,2025-05-12,Rejection Final Interview
TS37225,202021396,TC10729,Muhammad Oktaviani,8,PT Media Utama,Software Developer,Magang,Interview User,2025-02-13,On Progress
TS37226,20226417,TC10729,Lutfia Putra,3,PT Media Utama,Software Developer,Magang,Rejected,2025-03-28,Rejection Final Interview
TS37227,202222377,TC10730,Farel Ramadhani,4,PT Makmur Kreatif,Sales Admin,Part-time,Finish,2025-01-22,On Progress
TS37228,20212322,TC10730,Nadya Adriansyah,5,PT Makmur Kreatif,Sales Admin,Part-time,Rejected,2025-01-24,Rejection Interview User
TS37229,202314459,TC10731,Mira Ramadhan,2,PT Prima Sejahtera,Data Analyst,Full-time,Interview User,2025-01-24,On Progress
TS37230,202214772,TC10731,Hanif Safitri,4,PT Prima Sejahtera,Data Analyst,Full-time,Rejected,2025-03-29,Rejection Interview User
TS37231,202112779,TC10731,Citra Kurniawan,5,PT Prima Sejahtera,Data Analyst,Full-time,CDC Briefing Student,2025-01-14,On Progress
TS37232,202011394,TC10731,Qonita Setiawan,9,PT Prima Sejahtera,Data Analyst,Full-time,Interview User,2025-01-16,On Progress
TS37233,202215765,TC10731,Kirana Nugroho,4,PT Prima Sejahtera,Data Analyst,Full-time,Rejected,2025-01-02,Rejection Final Interview
TS37234,202112881,TC10731,Bagus Hidayat,6,PT Prima Sejahtera,Data Analyst,Full-time,Ghosting,2025-02-01,Ghosting
TS37235,202222277,TC10732,Ilham Wulandari,3,CV Perkasa Terapan,Store Supervisor Intern,Part-time,Placement,2024-10-26,Placement
TS37236,20201969,TC10733,Amelia Utami,7,PT Bangkit Global,IT Support,Part-time,Rejected,2025-01-08,Rejection Interview User
TS37237,202221656,TC10733,Sari Firmansyah,4,PT Bangkit Global,IT Support,Part-time,Interview User,2024-12-20,On Progress
TS37238,202122166,TC10733,Prita Hidayat,5,PT Bangkit Global,IT Support,Part-time,Finish,2024-12-09,Rejection Interview User
TS37239,20196968,TC10733,Yoga Hidayat,11,PT Bangkit Global,IT Support,Part-time,FU 1,2024-12-18,On Progress
TS37240,202022133,TC10734,Fitri Mahendra,9,CV Bangkit Karya,Electrical Engineer Intern,Magang,Rejected,2024-11-24,Rejection Screening CV
TS37241,20215638,TC10734,Rizky Hartono,5,CV Bangkit Karya,Electrical Engineer Intern,Magang,Placement,2025-01-05,Placement
TS37242,202115837,TC10734,Prita Maulana,7,CV Bangkit Karya,Electrical Engineer Intern,Magang,Rejected,2025-01-14,Rejection Study Case
TS37243,202217230,TC10734,Citra Kusuma,3,CV Bangkit Karya,Electrical Engineer Intern,Magang,Rejected,2024-12-25,Rejection Interview User
TS37244,202218206,TC10735,Rani Pratama,4,CV Media Analitika,UI/UX Designer,Magang,Finish,2024-12-04,On Progress
TS37245,202115359,TC10735,Gita Kurniawan,6,CV Media Analitika,UI/UX Designer,Magang,FU 1,2024-12-20,On Progress
TS37246,202220043,TC10735,Ulfa Setiawan,4,CV Media Analitika,UI/UX Designer,Magang,Placement,2025-02-16,Placement
TS37247,202221102,TC10736,Krisna Santoso,3,CV Sukses Bersama,Sales Admin,Magang,Interview User,2025-02-23,On Progress
TS37248,20216704,TC10736,Nurul Fitriani,7,CV Sukses Bersama,Sales Admin,Magang,Rejected,2025-03-30,Rejection Study Case
TS37249,20210812,TC10736,Rizky Ningsih,5,CV Sukses Bersama,Sales Admin,Magang,Ghosting,2025-03-07,Ghosting
TS37250,202315646,TC10736,Prasetyo Putra,3,CV Sukses Bersama,Sales Admin,Magang,Finish,2025-02-19,On Progress
TS37251,202118645,TC10736,Hendra Pangestu,6,CV Sukses Bersama,Sales Admin,Magang,Interview User,2025-03-12,On Progress
TS37252,20213413,TC10737,Intan Pratama,7,PT Bumi Informatika,Research Assistant,Full-time,Finish,2024-10-30,On Progress
TS37253,20205131,TC10737,Bunga Suryadi,8,PT Bumi Informatika,Research Assistant,Full-time,Rejected,2024-11-13,Rejection Study Case
TS37254,202212923,TC10737,Anisa Sulistyo,5,PT Bumi Informatika,Research Assistant,Full-time,Rejected,2024-11-16,Rejection Interview User
TS37255,202323216,TC10737,Dimas Hidayat,2,PT Bumi Informatika,Research Assistant,Full-time,Placement,2024-12-18,Placement
TS37256,20221188,TC10737,Wahyu Rahmawati,5,PT Bumi Informatika,Research Assistant,Full-time,Rejected,2025-01-08,Rejection Screening CV
TS37257,202019626,TC10737,Farah Prasetya,7,PT Bumi Informatika,Research Assistant,Full-time,Ghosting,2024-11-29,Ghosting
TS37258,202322785,TC10738,Julia Maulana,3,PT Global Cerdas,Curriculum Developer,Magang,FU 3,2024-12-27,On Progress
TS37259,20225766,TC10738,Nadia Handayani,4,PT Global Cerdas,Curriculum Developer,Magang,Placement,2024-12-28,Placement
TS37260,202124763,TC10738,Nadia Gunawan,6,PT Global Cerdas,Curriculum Developer,Magang,Rejected,2025-01-30,Rejection Study Case
TS37261,202315680,TC10738,Yoga Budiman,2,PT Global Cerdas,Curriculum Developer,Magang,Finish,2025-01-04,Rejection Screening CV
TS37262,20209166,TC10739,Olivia Adriansyah,7,PT Inti Makmur,Data Entry Operator,Magang,Rejected,2024-11-24,Rejection Interview User
