id_status;NIM;email;nama;semester;program_studi;no_whatsapp;CV;portofolio;IPK;status;domisili;ketersediaan;tools;sync_date
SS24230;202224230;202224230@student.uns.ac.id;Zahra Firdaus;3;Manajemen;85855623012;Tidak Ada;Tidak Ada;3.64;Active;Magelang;Tidak Aktif;SPSS, SAP, Google Analytics, Canva, Excel;25/12/2024
SS24231;202124231;202124231@student.uns.ac.id;Sari Putra;5;Manajemen;82111027488;Ada;Ada;3.49;Active;Surakarta;Placed;SQL, SAP, Canva, SPSS;30/06/2024
SS24232;202124232;202124232@student.uns.ac.id;Eka Nugraha;7;Ilmu Komunikasi;87895325365;Ada;Tidak Ada;3.25;Cuti;Bogor;Tidak Aktif;WordPress, CapCut, Figma, Hootsuite, Google Analytics;27/01/2025
SS24233;202224233;202224233@student.uns.ac.id;Mira Gunawan;3;Teknik Industri;81386046511;Ada;Tidak Ada;3.21;Active;Surakarta;Available;AutoCAD, SolidWorks;29/10/2024
SS24234;202124234;202124234@student.uns.ac.id;Bella Suryadi;5;Teknik Mesin;85679210695;Ada;Ada;3.85;Active;Semarang;Available;CATIA, SolidWorks, ANSYS, AutoCAD, CNC Programming;13/09/2023
SS24235;202224235;202224235@student.uns.ac.id;Sari Santoso;3;Akuntansi;82180845313;Ada;Ada;2.97;Inactive;Malang;Tidak Aktif;SAP, Power BI, Jurnal.id, SQL;15/08/2023
SS24236;202024236;202024236@student.uns.ac.id;Putri Firdaus;9;Teknik Sipil;87743017223;Ada;Tidak Ada;3.56;Active;Karanganyar;Available;SAP2000, SketchUp;02/04/2024
SS24237;201924237;201924237@student.uns.ac.id;Ivan Prasetya;9;Akuntansi;85268630974;Ada;Ada;3.43;Active;Magelang;Placed;Excel, MYOB;05/09/2024
SS24238;202224238;202224238@student.uns.ac.id;Bella Ardiansyah;3;Teknik Elektro;87877275125;Tidak Ada;Ada;3.44;Cuti;Yogyakarta;Tidak Aktif;C/C++, Eagle PCB, MATLAB;19/12/2024
SS24239;202124239;202124239@student.uns.ac.id;Tika Prasetya;6;Statistika;82110541264;Ada;Tidak Ada;3.62;Lulus;Tangerang;Tidak Aktif;Power BI, R, SPSS, SQL, SAS;06/01/2025
SS24240;202124240;202124240@student.uns.ac.id;Lestari Handayani;5;Agroteknologi;85611198901;Ada;Ada;3.25;Active;Surabaya;Placed;SPSS, AutoCAD;17/09/2023
SS24241;202124241;202124241@student.uns.ac.id;Nadya Hakim;7;Informatika;85890268888;Ada;Tidak Ada;3.03;Inactive;Boyolali;Tidak Aktif;JavaScript, Node.js, Python;17/08/2024
SS24242;202124242;202124242@student.uns.ac.id;Ika Firdaus;6;Statistika;87861692625;Ada;Tidak Ada;3.76;Active;Surakarta;Tidak Aktif;SPSS, SQL, SAS;20/08/2023
SS24243;202024243;202024243@student.uns.ac.id;Nisa Febriani;7;Teknik Industri;82197689735;Ada;Ada;3.64;Active;Bogor;Tidak Aktif;AutoCAD, Arena Simulation, MATLAB;05/01/2024
SS24244;202124244;202124244@student.uns.ac.id;Gibran Handayani;5;Sistem Informasi;81294593896;Ada;Ada;2.64;Active;Jakarta;Available;Excel, SAP, BPMN, SQL;25/05/2023
SS24245;201924245;201924245@student.uns.ac.id;Prasetyo Kurniawan;9;Sistem Informasi;87810404169;Ada;Ada;3.46;Active;Klaten;Placed;ERPNext, SAP, Python;23/09/2024
SS24246;202224246;202224246@student.uns.ac.id;Galuh Wardani;4;Statistika;87701111409;Ada;Tidak Ada;3.2;Active;Surabaya;Available;SPSS, SAS;25/09/2024
SS24247;202224247;202224247@student.uns.ac.id;Oki Puspitasari;4;Statistika;85875536521;Tidak Ada;Ada;2.75;Active;Magelang;Tidak Aktif;Excel, R, Python, Power BI, Tableau;08/05/2024
SS24248;202124248;202124248@student.uns.ac.id;Kirana Santoso;6;Ekonomi Pembangunan;82280285388;Ada;Ada;3.46;Active;Surakarta;Available;Excel, Tableau, Stata, R;25/12/2023
SS24249;202024249;202024249@student.uns.ac.id;Rendy Maulana;8;Teknik Industri;81334468378;Ada;Ada;3.68;Active;Boyolali;Placed;Excel, Minitab;02/04/2023
SS24250;202124250;202124250@student.uns.ac.id;Sinta Oktaviani;7;Ilmu Komunikasi;81391160256;Ada;Tidak Ada;3.32;Active;Surakarta;Available;Figma, Google Analytics, CapCut, WordPress;14/08/2023
SS24251;202224251;202224251@student.uns.ac.id;Arif Kusuma;4;Teknik Industri;85289571764;Ada;Ada;2.7;Cuti;Surakarta;Tidak Aktif;Excel, Arena Simulation, SolidWorks;26/05/2023
SS24252;202124252;202124252@student.uns.ac.id;Umar Prabowo;6;Manajemen;82155318664;Ada;Ada;3.24;Active;Surakarta;Placed;Google Analytics, Excel, Power BI, Canva;17/12/2024
SS24253;202024253;202024253@student.uns.ac.id;Prasetyo Pratama;8;Teknik Elektro;81308999815;Tidak Ada;Ada;3.51;Active;Semarang;Tidak Aktif;Python, C/C++;19/01/2025
SS24254;202224254;202224254@student.uns.ac.id;Luthfi Maulana;5;Ilmu Komunikasi;87780466960;Ada;Tidak Ada;3.67;Active;Tangerang;Available;Adobe Premiere, CapCut, Figma;01/10/2023
SS24255;202024255;202024255@student.uns.ac.id;Januar Pratama;7;Pendidikan Teknik Informatika;82295782335;Tidak Ada;Ada;3.66;Active;Bogor;Tidak Aktif;Figma, Scratch, Python, Git, JavaScript;16/08/2024
SS24256;201924256;201924256@student.uns.ac.id;Tasya Rahmawati;10;Sistem Informasi;81313652240;Ada;Tidak Ada;4;Active;Karanganyar;Tidak Aktif;ERPNext, Java, Python, Excel;01/06/2023
SS24257;202224257;202224257@student.uns.ac.id;Isna Ramadhan;5;Akuntansi;85887147570;Ada;Tidak Ada;3.31;Active;Bogor;Tidak Aktif;MYOB, SAP, Jurnal.id, Power BI, Excel;10/09/2024
SS24258;202024258;202024258@student.uns.ac.id;Hafiz Ningsih;7;Agroteknologi;81208760233;Ada;Ada;3.55;Active;Karanganyar;Available;SPSS, QGIS;27/09/2024
SS24259;202124259;202124259@student.uns.ac.id;Yuni Putra;5;Sastra Inggris;82124195502;Ada;Ada;2.97;Active;Klaten;Available;Microsoft Office, SDL Trados, Grammarly;22/06/2023
SS24260;202224260;202224260@student.uns.ac.id;Bunga Setiawan;4;Psikologi;83844637073;Ada;Tidak Ada;3.56;Active;Boyolali;Available;NVivo, Jamovi;21/04/2024
SS24261;202024261;202024261@student.uns.ac.id;Kirana Santoso;8;Akuntansi;81620112318;Ada;Ada;3.25;Active;Semarang;Tidak Aktif;Accurate, Jurnal.id, MYOB, Excel, SQL;18/12/2023
SS24262;202324262;202324262@student.uns.ac.id;Hasna Kurniawan;2;Pendidikan Teknik Informatika;85654746626;Ada;Ada;3.23;Inactive;Boyolali;Tidak Aktif;SQL, JavaScript;06/04/2024
SS24263;202224263;202224263@student.uns.ac.id;Bayu Saputra;4;Statistika;85213199311;Ada;Ada;3.35;Active;Surakarta;Available;SAS, MATLAB, SPSS;24/08/2023
SS24264;202324264;202324264@student.uns.ac.id;Hasna Wijaya;2;Farmasi;87847091061;Tidak Ada;Ada;3.01;Active;Boyolali;Tidak Aktif;Mendeley, Microsoft Office;25/09/2024
SS24265;202324265;202324265@student.uns.ac.id;Candra Putra;2;Ekonomi Pembangunan;81506934914;Ada;Ada;3.16;Active;Jakarta;Tidak Aktif;Excel, Python, Tableau;29/04/2024
SS24266;202124266;202124266@student.uns.ac.id;Anggi Hakim;7;Ekonomi Pembangunan;85299423717;Ada;Ada;4;Active;Surabaya;Available;R, SPSS, Excel, Tableau, Python;06/06/2023
SS24267;202224267;202224267@student.uns.ac.id;Gita Budiman;5;Pendidikan Teknik Informatika;81210100262;Ada;Tidak Ada;3.73;Lulus;Surakarta;Tidak Aktif;Git, Figma, JavaScript;12/02/2024
SS24268;202224268;202224268@student.uns.ac.id;Maulana Syahputra;4;Manajemen;87868464140;Ada;Tidak Ada;2.84;Active;Surakarta;Placed;Canva, SAP;05/11/2024
SS24269;202324269;202324269@student.uns.ac.id;Faisal Ramadhani;2;Informatika;85658855511;Ada;Ada;3.18;Active;Karanganyar;Tidak Aktif;Git, Python, MongoDB;04/06/2024
SS24270;202124270;202124270@student.uns.ac.id;Ulfa Fitriani;6;Manajemen;83884180121;Tidak Ada;Tidak Ada;2.97;Active;Surakarta;Available;SAP, SQL, Google Analytics, Canva;19/06/2023
SS24271;202124271;202124271@student.uns.ac.id;Bella Permana;7;Manajemen;81276332369;Ada;Tidak Ada;3.9;Active;Surabaya;Tidak Aktif;Excel, Canva;28/10/2023
SS24272;202124272;202124272@student.uns.ac.id;Bella Firdaus;5;Manajemen;85780825387;Ada;Tidak Ada;3.69;Active;Yogyakarta;Placed;SAP, Power BI, Excel, Canva;11/06/2024
SS24273;202024273;202024273@student.uns.ac.id;Surya Permana;8;Akuntansi;81247000565;Ada;Ada;3.39;Inactive;Boyolali;Tidak Aktif;Power BI, SAP, Excel;11/05/2023
SS24274;202224274;202224274@student.uns.ac.id;Tiara Santoso;3;Akuntansi;81303115127;Ada;Ada;3.25;Active;Karanganyar;Available;Power BI, SQL, Zahir;28/04/2024
SS24275;202324275;202324275@student.uns.ac.id;Bella Putra;2;Ilmu Komunikasi;82164011042;Ada;Ada;3.01;Active;Surakarta;Placed;Figma, WordPress, Google Analytics, Canva, Adobe Premiere;18/05/2024
SS24276;202024276;202024276@student.uns.ac.id;Kevin Kusuma;8;Psikologi;81370246160;Ada;Ada;3.15;Inactive;Depok;Tidak Aktif;Google Forms, SPSS, Jamovi;28/08/2023
SS24277;202224277;202224277@student.uns.ac.id;Kevin Santoso;3;Manajemen;81645744441;Ada;Tidak Ada;3.61;Active;Surakarta;Available;Canva, SAP, SPSS, SQL;13/04/2023
SS24278;202124278;202124278@student.uns.ac.id;Bunga Safitri;7;Sistem Informasi;85338166865;Ada;Tidak Ada;2.72;Active;Jakarta;Placed;Tableau, Python, PHP;26/02/2023
SS24279;202324279;202324279@student.uns.ac.id;Gilang Gunawan;3;Farmasi;85324721520;Tidak Ada;Tidak Ada;3.62;Active;Surakarta;Tidak Aktif;R, Microsoft Office, Mendeley;20/01/2024
SS24280;202124280;202124280@student.uns.ac.id;Fani Santoso;7;Psikologi;81670709627;Ada;Ada;3.09;Active;Bogor;Available;Jamovi, NVivo, Excel;12/10/2024
SS24281;202224281;202224281@student.uns.ac.id;Surya Ramadhan;3;Farmasi;83805879670;Tidak Ada;Tidak Ada;3.42;Active;Surakarta;Available;SPSS, R, Mendeley, Microsoft Office;26/02/2024
SS24282;202224282;202224282@student.uns.ac.id;Ahmad Mahendra;5;Ilmu Komunikasi;87750676744;Ada;Tidak Ada;3.41;Active;Yogyakarta;Tidak Aktif;Figma, CapCut, WordPress, Canva;17/07/2023
SS24283;202224283;202224283@student.uns.ac.id;Kevin Ardiansyah;4;Manajemen;85688434730;Ada;Ada;2.78;Active;Karanganyar;Placed;Excel, SPSS, SAP, SQL;05/04/2024
SS24284;202224284;202224284@student.uns.ac.id;Mega Putra;4;Ilmu Komunikasi;85387722002;Ada;Ada;3.03;Active;Boyolali;Placed;Hootsuite, Adobe Premiere;13/12/2024
SS24285;202324285;202324285@student.uns.ac.id;Vina Lestari;3;Sistem Informasi;83832627138;Ada;Tidak Ada;3.6;Cuti;Jakarta;Tidak Aktif;Power BI, Excel;09/05/2024
SS24286;202124286;202124286@student.uns.ac.id;Bagus Safitri;7;Agroteknologi;81526679963;Ada;Ada;3.34;Active;Bogor;Placed;Excel, R, AutoCAD;10/01/2025
SS24287;202124287;202124287@student.uns.ac.id;Laila Ningsih;5;Teknik Sipil;81295539917;Tidak Ada;Tidak Ada;3.73;Active;Klaten;Available;AutoCAD, SAP2000;06/02/2024
SS24288;202324288;202324288@student.uns.ac.id;Farah Permana;2;Psikologi;85207795041;Ada;Tidak Ada;2.93;Inactive;Surabaya;Tidak Aktif;Excel, NVivo, Qualtrics, Jamovi;15/02/2023
SS24289;202224289;202224289@student.uns.ac.id;Eka Anggara;5;Ekonomi Pembangunan;87863479068;Ada;Tidak Ada;2.92;Lulus;Tangerang;Tidak Aktif;EViews, Excel, R;19/03/2024
SS24290;202224290;202224290@student.uns.ac.id;Tiara Kusuma;4;Farmasi;81624264229;Ada;Ada;3.38;Lulus;Magelang;Tidak Aktif;Mendeley, R, Python, SPSS;12/07/2023
SS24291;202024291;202024291@student.uns.ac.id;Erlangga Fitriani;9;Akuntansi;82208321534;Ada;Tidak Ada;3.57;Active;Klaten;Placed;Accurate, MYOB, Power BI;17/06/2023
SS24292;202124292;202124292@student.uns.ac.id;Tasya Putra;6;Sistem Informasi;85339082237;Ada;Tidak Ada;3.54;Active;Jakarta;Placed;Tableau, PHP, Python, Excel;04/01/2025
SS24293;202324293;202324293@student.uns.ac.id;Aldi Firmansyah;2;Desain Komunikasi Visual;81565343186;Ada;Tidak Ada;3.27;Active;Bogor;Available;Adobe Photoshop, InDesign;14/07/2024
SS24294;202224294;202224294@student.uns.ac.id;Olivia Handoko;3;Teknik Elektro;82115898437;Ada;Ada;3.05;Active;Yogyakarta;Placed;Python, Proteus, LabVIEW;18/03/2023
SS24295;202124295;202124295@student.uns.ac.id;Pandu Kusuma;7;Informatika;85791277093;Ada;Tidak Ada;3.19;Lulus;Semarang;Tidak Aktif;Docker, Git, Java, Python;30/08/2023
SS24296;202124296;202124296@student.uns.ac.id;Rangga Utami;5;Akuntansi;82298651856;Ada;Tidak Ada;2.95;Active;Yogyakarta;Available;Jurnal.id, MYOB, SQL, Accurate;13/07/2024
SS24297;202024297;202024297@student.uns.ac.id;Irfan Hartono;8;Statistika;85711652119;Ada;Ada;3.39;Active;Yogyakarta;Placed;SAS, Excel, SPSS, SQL;28/07/2023
SS24298;202224298;202224298@student.uns.ac.id;Lina Sulistyo;5;Teknik Industri;82152256558;Tidak Ada;Tidak Ada;3.32;Active;Bogor;Available;Minitab, AutoCAD, Python;29/09/2024
SS24299;202124299;202124299@student.uns.ac.id;Faisal Sari;6;Akuntansi;87858027699;Ada;Ada;4;Active;Surakarta;Placed;Zahir, SQL, SAP, MYOB, Power BI;08/07/2024
SS24300;202324300;202324300@student.uns.ac.id;Putri Sulistyo;2;Statistika;83802696932;Ada;Ada;3.88;Active;Surakarta;Tidak Aktif;SPSS, R, Python, MATLAB, Power BI;08/06/2023
SS24301;202124301;202124301@student.uns.ac.id;Lutfia Oktaviani;5;Farmasi;87759253936;Ada;Ada;3.47;Active;Surakarta;Placed;Python, Microsoft Office, SPSS;11/03/2023
SS24302;202324302;202324302@student.uns.ac.id;Amelia Maulana;2;Farmasi;85639548955;Ada;Ada;3.09;Inactive;Bogor;Tidak Aktif;SPSS, ChemDraw, R;04/12/2023
SS24303;202324303;202324303@student.uns.ac.id;Lestari Lestari;2;Ekonomi Pembangunan;85725924988;Ada;Tidak Ada;3.89;Active;Jakarta;Available;R, SPSS;04/07/2023
SS24304;202024304;202024304@student.uns.ac.id;Anggi Cahyono;9;Teknik Industri;87828249044;Ada;Ada;3.4;Active;Yogyakarta;Placed;MATLAB, SAP;18/11/2024
SS24305;202324305;202324305@student.uns.ac.id;Hasna Utami;2;Agroteknologi;85357742661;Ada;Ada;2.96;Cuti;Bandung;Tidak Aktif;QGIS, Drone Mapping;11/10/2024
SS24306;202124306;202124306@student.uns.ac.id;Rangga Maulana;6;Desain Komunikasi Visual;87804736901;Ada;Tidak Ada;3.03;Active;Jakarta;Placed;Adobe Illustrator, Adobe After Effects;05/08/2024
SS24307;202324307;202324307@student.uns.ac.id;Faisal Sulistyo;2;Ekonomi Pembangunan;87862884683;Ada;Ada;2.75;Active;Semarang;Available;SPSS, Python;17/06/2023
SS24308;201924308;201924308@student.uns.ac.id;Anisa Permana;10;Farmasi;81305340200;Tidak Ada;Tidak Ada;3.3;Active;Bekasi;Available;Microsoft Office, R, SPSS, Mendeley, Python;29/11/2024
SS24309;202124309;202124309@student.uns.ac.id;Putri Wibowo;5;Sistem Informasi;85796133162;Ada;Ada;3.1;Active;Yogyakarta;Tidak Aktif;ERPNext, SAP;09/02/2023
SS24310;202124310;202124310@student.uns.ac.id;Pandu Putra;7;Sistem Informasi;81357051627;Ada;Ada;3.35;Active;Surakarta;Placed;Power BI, Java, Excel;17/07/2023
SS24311;202024311;202024311@student.uns.ac.id;Laila Pangestu;8;Akuntansi;87729797006;Tidak Ada;Ada;2.84;Active;Semarang;Available;SAP, MYOB;02/10/2024
SS24312;202024312;202024312@student.uns.ac.id;Hana Lestari;9;Teknik Industri;81378760220;Ada;Tidak Ada;3.58;Active;Bekasi;Placed;Excel, MATLAB, SAP;06/11/2024
SS24313;202124313;202124313@student.uns.ac.id;Lina Handayani;7;Akuntansi;81292741624;Ada;Ada;3.46;Lulus;Karanganyar;Tidak Aktif;Jurnal.id, SQL, Zahir, Accurate, SAP;10/07/2023
SS24314;202024314;202024314@student.uns.ac.id;Ika Sari;8;Ilmu Komunikasi;83882487772;Ada;Ada;3.43;Active;Semarang;Available;Adobe Premiere, CapCut, WordPress, Canva;14/07/2024
SS24315;202124315;202124315@student.uns.ac.id;Oscar Mahendra;7;Sistem Informasi;85715363172;Ada;Ada;3.61;Active;Surakarta;Available;Power BI, Java, PHP;20/09/2023
SS24316;202224316;202224316@student.uns.ac.id;Nurul Pangestu;3;Statistika;83812910812;Ada;Tidak Ada;3.22;Active;Bekasi;Placed;Excel, Python, R, Tableau, SQL;08/06/2023
SS24317;202124317;202124317@student.uns.ac.id;Olivia Ardiansyah;5;Pendidikan Teknik Informatika;87741361069;Ada;Ada;3.63;Active;Yogyakarta;Available;Figma, JavaScript;15/04/2023
SS24318;202324318;202324318@student.uns.ac.id;Amelia Maulana;2;Teknik Elektro;82142679220;Ada;Ada;2.92;Cuti;Bekasi;Tidak Aktif;Eagle PCB, Python, Arduino;31/01/2025
SS24319;202324319;202324319@student.uns.ac.id;Kirana Kurniawan;3;Informatika;81651193502;Ada;Ada;3.54;Lulus;Semarang;Tidak Aktif;C++, Node.js, Laravel;08/02/2024
SS24320;202324320;202324320@student.uns.ac.id;Hesti Maulana;3;Sastra Inggris;85623169810;Ada;Ada;3.08;Active;Surakarta;Available;CAT Tools, WordPress, Grammarly, SDL Trados;17/02/2023
SS24321;202124321;202124321@student.uns.ac.id;Fani Oktaviani;6;Manajemen;87743084573;Ada;Ada;3.57;Active;Jakarta;Tidak Aktif;Power BI, SQL, Canva;19/02/2023
SS24322;202124322;202124322@student.uns.ac.id;Olivia Pratama;7;Manajemen;85204364329;Tidak Ada;Tidak Ada;3.78;Active;Jakarta;Tidak Aktif;SQL, Canva, Excel, SPSS;21/01/2024
SS24323;202124323;202124323@student.uns.ac.id;Eka Wulandari;5;Akuntansi;81525110312;Ada;Tidak Ada;2.96;Active;Yogyakarta;Tidak Aktif;SAP, Power BI, Zahir;11/01/2024
SS24324;202224324;202224324@student.uns.ac.id;Ratna Dewi;3;Teknik Elektro;87731070232;Ada;Ada;3.18;Active;Klaten;Placed;Python, Arduino, LabVIEW;18/05/2024
SS24325;202324325;202324325@student.uns.ac.id;Teguh Dewi;2;Teknik Mesin;83887962780;Ada;Ada;3.16;Active;Bandung;Placed;SolidWorks, CATIA, MATLAB, AutoCAD;15/12/2024
SS24326;202324326;202324326@student.uns.ac.id;Salma Setiawan;3;Teknik Industri;81600914475;Ada;Ada;3.11;Active;Semarang;Available;Minitab, Arena Simulation, MATLAB, SAP;23/07/2023
SS24327;201924327;201924327@student.uns.ac.id;Isna Setiawan;10;Ekonomi Pembangunan;85227689136;Ada;Tidak Ada;3.08;Active;Surakarta;Placed;Stata, EViews, Python;29/06/2023
SS24328;202024328;202024328@student.uns.ac.id;Vina Oktaviani;7;Desain Komunikasi Visual;83874344874;Ada;Ada;3.59;Active;Bandung;Tidak Aktif;Adobe Illustrator, Blender, Sketch, InDesign, Canva;11/05/2023
SS24329;202324329;202324329@student.uns.ac.id;Olivia Dewi;2;Ilmu Komunikasi;87724588336;Ada;Ada;3.21;Active;Bogor;Available;Hootsuite, Figma, Adobe Premiere;15/03/2023
SS24330;202124330;202124330@student.uns.ac.id;Nadia Pangestu;6;Ekonomi Pembangunan;85703515425;Ada;Tidak Ada;3.5;Lulus;Klaten;Tidak Aktif;Tableau, EViews, Excel, Stata, R;07/01/2024
SS24331;202224331;202224331@student.uns.ac.id;Taufik Suryadi;4;Teknik Industri;85814316238;Ada;Tidak Ada;3.64;Lulus;Magelang;Tidak Aktif;Python, Minitab, MATLAB, Excel, SAP;01/06/2023
SS24332;202124332;202124332@student.uns.ac.id;Ahmad Putra;5;Informatika;83809050841;Ada;Tidak Ada;3.05;Inactive;Surakarta;Tidak Aktif;Java, C++, Laravel, SQL;01/02/2024
SS24333;201924333;201924333@student.uns.ac.id;Luthfi Syahputra;11;Sistem Informasi;81278723980;Ada;Tidak Ada;3.59;Active;Semarang;Tidak Aktif;Tableau, Power BI;08/11/2024
SS24334;202224334;202224334@student.uns.ac.id;Sinta Permana;4;Informatika;83836303576;Tidak Ada;Ada;2.88;Lulus;Bandung;Tidak Aktif;Git, Node.js;29/06/2024
SS24335;202124335;202124335@student.uns.ac.id;Januar Handoko;5;Statistika;81586022002;Ada;Ada;3.41;Active;Magelang;Placed;SAS, MATLAB;26/04/2023
SS24336;202224336;202224336@student.uns.ac.id;Galuh Utami;3;Agroteknologi;81384247014;Ada;Ada;2.81;Active;Bekasi;Placed;R, AutoCAD, ArcGIS;26/10/2023
SS24337;202324337;202324337@student.uns.ac.id;Nadya Setiawan;2;Informatika;81508440833;Ada;Ada;2.95;Active;Surakarta;Placed;Go, Docker, C++, Flutter, Node.js;15/09/2024
SS24338;202124338;202124338@student.uns.ac.id;Bella Cahyani;6;Manajemen;81210007627;Ada;Ada;3.3;Active;Surakarta;Placed;SPSS, SQL;11/12/2024
SS24339;202224339;202224339@student.uns.ac.id;Gilang Prabowo;5;Akuntansi;83800477731;Ada;Ada;2.74;Active;Surakarta;Placed;MYOB, Excel;04/01/2024
SS24340;202024340;202024340@student.uns.ac.id;Prasetyo Safitri;9;Teknik Industri;87848979051;Ada;Ada;3.61;Lulus;Surakarta;Tidak Aktif;Python, AutoCAD, Minitab;01/12/2024
SS24341;201924341;201924341@student.uns.ac.id;Nadia Utami;9;Desain Komunikasi Visual;81565810927;Ada;Tidak Ada;3.98;Active;Boyolali;Placed;Canva, Adobe Photoshop, Sketch, Blender, Figma;10/05/2024
SS24342;202224342;202224342@student.uns.ac.id;Mega Cahyani;4;Teknik Sipil;81532102148;Ada;Ada;3.59;Lulus;Bogor;Tidak Aktif;SketchUp, ETABS, MS Project;29/04/2024
SS24343;202224343;202224343@student.uns.ac.id;Mega Wibowo;3;Pendidikan Teknik Informatika;82166571945;Tidak Ada;Tidak Ada;3.2;Active;Magelang;Available;Python, JavaScript;06/10/2023
SS24344;202224344;202224344@student.uns.ac.id;Lutfia Anggraeni;3;Teknik Sipil;83818592596;Ada;Ada;3.34;Active;Surakarta;Placed;MS Project, AutoCAD;17/08/2024
SS24345;202224345;202224345@student.uns.ac.id;Bella Hakim;3;Ilmu Komunikasi;83825614436;Ada;Ada;3.74;Active;Surakarta;Placed;Hootsuite, Figma, WordPress, Adobe Premiere;23/07/2024
SS24346;202024346;202024346@student.uns.ac.id;Fitri Santoso;7;Statistika;87886832854;Ada;Ada;3.58;Active;Yogyakarta;Placed;Power BI, Tableau, Excel, SQL, SAS;27/11/2023
SS24347;202024347;202024347@student.uns.ac.id;Nadya Permana;9;Teknik Industri;85604556993;Tidak Ada;Ada;2.59;Inactive;Tangerang;Tidak Aktif;Python, SAP, MATLAB, Minitab, AutoCAD;09/04/2024
SS24348;202124348;202124348@student.uns.ac.id;Dwi Kusuma;7;Teknik Elektro;85368207236;Tidak Ada;Ada;3.36;Cuti;Karanganyar;Tidak Aktif;Arduino, LabVIEW;03/12/2024
SS24349;202324349;202324349@student.uns.ac.id;Zahra Nugroho;3;Pendidikan Teknik Informatika;81291700052;Ada;Ada;3.46;Active;Surakarta;Placed;Moodle, SQL, JavaScript;09/02/2023
SS24350;202024350;202024350@student.uns.ac.id;Vina Cahyono;7;Pendidikan Teknik Informatika;81376510670;Ada;Ada;3.94;Active;Karanganyar;Placed;JavaScript, SQL, Figma, Moodle;03/03/2024
SS24351;201924351;201924351@student.uns.ac.id;Irfan Prasetya;10;Informatika;85887717407;Tidak Ada;Tidak Ada;2.96;Active;Surakarta;Available;C++, Node.js;27/11/2023
SS24352;202324352;202324352@student.uns.ac.id;Fani Setiawan;2;Farmasi;81223371919;Ada;Ada;3.77;Active;Jakarta;Placed;Mendeley, Python, Microsoft Office, SPSS;28/02/2024
SS24353;202124353;202124353@student.uns.ac.id;Dinda Handoko;6;Sistem Informasi;81296516415;Ada;Ada;3.31;Active;Klaten;Placed;PHP, Excel, Python;09/02/2023
SS24354;202224354;202224354@student.uns.ac.id;Riska Adriansyah;5;Teknik Industri;85370157551;Ada;Ada;2.89;Lulus;Boyolali;Tidak Aktif;MATLAB, Arena Simulation, AutoCAD;22/03/2023
SS24355;202124355;202124355@student.uns.ac.id;Lukman Ningsih;7;Sistem Informasi;85817727225;Ada;Tidak Ada;3.91;Inactive;Tangerang;Tidak Aktif;BPMN, SAP, Python;20/09/2024
SS24356;202324356;202324356@student.uns.ac.id;Oki Suryadi;3;Ilmu Komunikasi;87778993172;Tidak Ada;Ada;3.06;Active;Magelang;Tidak Aktif;Google Analytics, CapCut, Figma, Hootsuite;29/08/2023
SS24357;202124357;202124357@student.uns.ac.id;Mega Budiman;6;Teknik Industri;81577224492;Ada;Ada;3.39;Cuti;Surakarta;Tidak Aktif;Python, AutoCAD, Arena Simulation, Excel;30/01/2024
SS24358;202324358;202324358@student.uns.ac.id;Ayu Suryadi;2;Teknik Mesin;82226674454;Tidak Ada;Tidak Ada;3.12;Active;Surakarta;Tidak Aktif;MATLAB, ANSYS, SolidWorks;04/09/2024
SS24359;202324359;202324359@student.uns.ac.id;Erlangga Oktaviani;3;Teknik Sipil;82141430961;Ada;Ada;3.28;Active;Klaten;Placed;ETABS, Revit, MS Project, SketchUp;15/12/2023
SS24360;202024360;202024360@student.uns.ac.id;Qonita Anggara;7;Ekonomi Pembangunan;85327062148;Ada;Ada;3.07;Lulus;Magelang;Tidak Aktif;SPSS, Python, R, Tableau, Excel;11/10/2023
SS24361;201924361;201924361@student.uns.ac.id;Hafiz Mahendra;11;Akuntansi;82179023108;Ada;Tidak Ada;3.01;Active;Yogyakarta;Tidak Aktif;Power BI, SQL, Zahir, Jurnal.id, Excel;04/08/2023
SS24362;202324362;202324362@student.uns.ac.id;Lukman Ramadhani;2;Sistem Informasi;85651658877;Ada;Ada;3.28;Active;Yogyakarta;Placed;Java, BPMN, Power BI;25/05/2023
SS24363;202024363;202024363@student.uns.ac.id;Rendy Permana;7;Sistem Informasi;81271670957;Tidak Ada;Tidak Ada;2.95;Active;Yogyakarta;Available;BPMN, Excel;29/03/2024
SS24364;202224364;202224364@student.uns.ac.id;Eka Nugroho;4;Teknik Mesin;85827718697;Tidak Ada;Ada;3.36;Active;Surakarta;Available;SolidWorks, CATIA, ANSYS, MATLAB, CNC Programming;01/02/2023
SS24365;202124365;202124365@student.uns.ac.id;Kevin Saputra;7;Ekonomi Pembangunan;85683073420;Ada;Tidak Ada;3.13;Active;Karanganyar;Placed;SPSS, Stata, Excel, R;08/01/2024
SS24366;202124366;202124366@student.uns.ac.id;Sari Nugraha;5;Teknik Mesin;85806345874;Ada;Ada;2.95;Active;Bandung;Tidak Aktif;SolidWorks, MATLAB;31/12/2023
SS24367;202124367;202124367@student.uns.ac.id;Qori Kurniawan;7;Sastra Inggris;85805694249;Tidak Ada;Tidak Ada;3.53;Active;Surakarta;Tidak Aktif;WordPress, Microsoft Office, Grammarly, CAT Tools;16/07/2024
